Tên sách,Giá,Đã bán,Đánh giá,Link hình ảnh,Nội dung
Sách - Câu đố dân gian bằng tranh - Loài vật,16200,26,4.82,https://down-vn.img.susercontent.com/file/14168fc13d339649dadda3686c7b822e_tn,"Câu đố dân gian Việt Nam khắc họa hình ảnh thế giới muôn màu một cách sinh động, diễn tả các sự vật, hiện tượng với hình thức phong phú, hấp dẫn và giàu trí tuệ. Bằng việc chỉ ra những đặc điểm nổi bật của sự vật, hiện tượng, câu đố giúp người đọc, người nghe có thể phân tích, phán đoán, liên tưởng chính xác. Câu đố dân gian cũng là cách dạy con trẻ quan sát và liên tưởng mà ông cha ta muốn truyền lại cho đời sau."
Sách - Cổ tích Việt Nam cho bé mẫu giáo - Nàng tiên cóc,18000,3,3.0,https://down-vn.img.susercontent.com/file/df88f1b88248897bb4e76b6af5b8f9a9_tn,"Liệu một người vợ cóc có thể nấu những bữa cơm ngon và may những bộ quần áo đẹp không? Chúng mình cùng đọc truyện xem sao nhé!
Bộ “Cổ tích Việt Nam cho bé mẫu giáo” bao gồm những câu chuyện nổi tiếng của kho tàng chuyện cổ tích Việt Nam, được kể lại ngắn gọn, súc tích cùng với hình minh họa đẹp phù hợp với lứa tuổi mẫu giáo."
Sách - Những truyện hay viết cho thiếu nhi - Phong Thu,58500,10,5.0,https://down-vn.img.susercontent.com/file/74a9e13d9810348205b3e0860fe1bef1_tn,"Tuyển tập truyện thiếu nhi của Phong Thu, với phong cách đơn giản, chân thực, kể về các bạn nhỏ, cây cối và con vật gần gũi, mang đến cho độc giả nhí một thế giới tuổi thơ đáng yêu và đầy yêu thương. Các truyện như ""Cây bàng không rụng lá"", ""Hoa nhớ mẹ"", ""Truyện cổ tích bên cửa sổ"" đơn giản, gắn kết với trẻ thơ. Đọc truyện này, cả trẻ em và người lớn đều cảm thấy trẻ lại."
Sách - Những truyện hay viết cho thiếu nhi - Nguyễn Huy Tưởng,63000,15,5.0,https://down-vn.img.susercontent.com/file/d18c03d54afa6a304387c5fcaf832677_tn,"“Những Truyện Hay Viết Cho Thiếu Nhi - Nguyễn Huy Tưởng” tuyển chọn những truyện hay viết cho thiếu nhi của nhà văn Nguyễn Huy Tưởng: Cô bé gan dạ, Tìm mẹ, Con cóc là cậu ông giời, Hai bàn tay chiến sĩ, An Dương Vương xây thành ốc, Kể chuyện Quang Trung…"
Sách - Truyện cổ tích Việt Nam dành cho bé gái,72000,10,5.0,https://down-vn.img.susercontent.com/file/d06adfee8ab3cc1b7a076dd96479660e_tn,"Truyện cổ tích Việt Nam chứa đựng những ước mơ của cha ông và gói ghém nhiều bài học cho con cháu mai sau. Thế hệ này tiếp thế hệ kia, kể mãi cho con trẻ nghe những câu chuyện không bao giờ cũ."
Truyện lẻ - Cổ tích Việt Nam - Bằng Thơ ( Bìa mềm ),135000,13,5.0,https://down-vn.img.susercontent.com/file/a0e208661ae845922d61e69afa220da5_tn,"Nối tiếp thành công của Cổ tích thế giới bằng thơ , Nhà xuất bản Kim Đồng xin trân trọng với giới thiệu với các bạn đọc cuốnCổ tích Việt Nam bằng thơ. Cuốn sách tập hợp các tác phẩm kinh điển trong kho tàng cổ tích Việt Nam như Thánh Gióng , Tấm Cám, Thạch Sanh…"
Kim Đồng - Sách - Cha và con - Nxb Kim Đồng,90000,14,4.86,https://down-vn.img.susercontent.com/file/779da3cc11d9fdbd6aa3d5554747c924_tn,"Cha Và Con - Tiểu Thuyết Về Bác Hồ Và Cụ Phó Bảng Nguyễn Sinh Sắc
Gia đình, tuổi thơ và đặc biệt là thời thanh niên của chàng trai Nguyễn Tất Thành cùng những tháng ngày cuối cùng bên cha- cụ phó bảng Nguyễn Sinh Sắc. Đây chính là quãng thời gian nhiều dấu ấn kỉ niệm và là động lực thôi thúc Nguyễn Tất Thành lên tàu tìm đường cứu nước."
Truyện Lẻ - Kính vạn hoa - Bộ dày,121500,67,4.95,https://down-vn.img.susercontent.com/file/409265999882a7e6b22392c1ed320d89_tn,"“Kính Vạn Hoa” gồm những câu chuyện thú vị xoay quanh cuộc sống của nhóm bạn Tiểu Long, Quý Ròm, Nhỏ Hạnh… cùng những chuyến phiêu lưu kì thú, bất ngờ, kì lạ… đã đưa các em bước vào một thế giới “cổ tích hiện đại”, có thực và tràn ngập ánh sáng yêu thương."
Sách - Võ Quảng - Một Đời Thơ Văn - 2020 - Nxb Kim Đồng,162000,7,5.0,https://down-vn.img.susercontent.com/file/1e8061b768618f2f4d9261a1f4339888_tn,"Với Tảng sáng, Quê nội, Gà Mái Hoa, Anh Đom Đóm, Ai dậy sớm... những trang văn, câu thơ, truyện kể của ông đã trở nên thân thuộc, không chỉ với trẻ em mà là với nhiều lứa tuổi, nhiều thế hệ suốt mấy chục năm qua. Dẫu Võ Quảng đã đi xa và xã hội đã có thay đổi nhưng khi đọc những sáng tác của ông người ta vẫn nhận ra “Tất cả những ngọn nguồn phong phú và trong trẻo nhất trong trải nghiệm và kí ức ông đã dành trọn cho thiếu nhi”."
Sách - Cảo Thơm Lần Giở - Quyển 2,112500,1,5.0,https://down-vn.img.susercontent.com/file/c816a7ed48f2e770e03b810d8f42a5a3_tn,"Hữu Ngọc, nhà văn văn hóa, tìm lại quá khứ để hồi tưởng và suy ngẫm về đời mình và xã hội. Đưa ra cuốn Cảo thơm lần giở 2 với hơn 180 danh nhân từ xưa đến nay, trong mọi lĩnh vực. Khám phá tư tưởng và ý nghĩa đời người qua cuộc hành hương tinh thần này."
Sách - Cảo thơm lần giở - Quyển I,112500,2,5.0,https://down-vn.img.susercontent.com/file/033da2b72e6b69c35384b22b0f739865_tn,"Nhà văn Hữu Ngọc, vào tuổi một trăm, suy ngẫm về cuộc đời, xã hội và danh nhân trong Cảo thơm lần giở. Hơn 180 danh nhân Đông - Tây từ mọi lĩnh vực được giới thiệu. Cuốn sách mang dáng điển, giới thiệu cuộc đời và tư duy của các nhân vật thông qua danh ngôn."
Sách - Theo sóng biển khơi: Cá hồi di cư,36000,7,5.0,https://down-vn.img.susercontent.com/file/9ee2f6d5ad469f3d3d2e6838d6be91cf_tn,"Chuyện về các loài vật ở biển khơi, mang đến các bài học về sự trưởng thành."
Sách - 80 ngày ăn khắp thế giới,162000,71,5.0,https://down-vn.img.susercontent.com/file/69f225d83704d86a24306674d3fe1cf9_tn,"Cuốn sách ""80 NGÀY ĂN KHẮP THẾ GIỚI"" là cuốn sách nấu ăn - phiêu lưu đầu tiên dành cho trẻ em từ 7-14 tuổi. Mĩm và Cừu, hai bạn nhỏ Việt Nam, khám phá ""căn bếp phép thuật"" và tìm thấy cuốn sách ""80 NGÀY ĂN KHẮP THẾ GIỚI"". Cuốn sách đưa hai bạn vào một cuộc phiêu lưu vòng quanh thế giới, học hỏi các kỹ năng nấu ăn cơ bản và quy tắc an toàn sử dụng các dụng cụ bếp kéo dài 80 ngày, đến 30 đất nước và vùng lãnh thổ với nhiều thử thách và sự mới lạ."
